Chromosome/scaffold name,Start (bp),End (bp),Feature type
1,59295600,59298001,Promoter
17,77424400,77424601,Promoter
2,55615000,55620801,Promoter
20,30281801,30282001,Promoter
14,24365200,24370401,Promoter
13,111184400,111186401,Promoter
2,119522401,119525201,Promoter
2,25981200,25983600,Promoter
1,158285800,158286201,Promoter
21,44338000,44340401,Promoter
3,134370600,134375801,Promoter
X,20115800,20117400,Promoter
10,69179001,69182201,Promoter
8,67060400,67066201,Promoter
1,204505400,204508801,Promoter
8,142763200,142763601,Promoter
11,65040200,65043801,Promoter
18,13270800,13271401,Promoter
10,93600401,93601801,Promoter
1,161164800,161168200,Promoter
22,28814400,28814601,Promoter
16,2006000,2006201,Promoter
7,133170401,133170600,Promoter
22,44751601,44754201,Promoter
8,48619800,48621201,Promoter
12,89345600,89356801,Promoter
7,92830600,92838200,Promoter
9,127223800,127226401,Promoter
2,19346601,19350201,Promoter
6,8100000,8103401,Promoter
19,51363800,51364201,Promoter
4,88456000,88459201,Promoter
5,131169800,131172201,Promoter
9,135468800,135469401,Promoter
1,110871000,110880801,Promoter
1,6418400,6418601,Promoter
5,95078000,95082201,Promoter
10,78033000,78037201,Promoter
1,56644200,56647400,Promoter
7,142111600,142113000,Promoter
11,108121000,108123601,Promoter
19,57317401,57318000,Promoter
8,127217400,127218401,Promoter
7,27137400,27146201,Promoter
19,23069801,23071800,Promoter
12,42330600,42331001,Promoter
9,137293600,137294801,Promoter
15,56464200,56465801,Promoter
3,194323800,194324801,Promoter
16,70379600,70382800,Promoter
5,14190600,14191201,Promoter
2,44166800,44172801,Promoter
22,20393400,20396601,Promoter
5,176743000,176744401,Promoter
17,74199400,74199801,Promoter
1,89200800,89201401,Promoter
22,45887600,45889000,Promoter
19,36261401,36265000,Promoter
8,54153200,54153601,Promoter
18,58512200,58513001,Promoter
22,18892600,18894601,Promoter
12,8823800,8824200,Promoter
13,114134800,114135001,Promoter
16,89764200,89765401,Promoter
19,850200,850401,Promoter
15,63508200,63508401,Promoter
19,57475401,57478200,Promoter
1,158793800,158794001,Promoter
10,68826600,68829001,Promoter
14,105086200,105090201,Promoter
20,32109200,32111401,Promoter
3,156810601,156810801,Promoter
6,33296800,33301001,Promoter
15,63493600,63493801,Promoter
22,50169200,50172801,Promoter
11,64060201,64061800,Promoter
17,43019000,43027201,Promoter
16,2203401,2204001,Promoter
1,67307200,67308601,Promoter
9,136946200,136946801,Promoter
8,143876000,143879401,Promoter
19,40278400,40280001,Promoter
12,14556600,14556801,Promoter
7,29149200,29149601,Promoter
4,176000400,176002801,Promoter
21,10452201,10461200,Promoter
11,112160000,112160401,Promoter
7,40132000,40136001,Promoter
2,130229000,130230000,Promoter
1,244046600,244054401,Promoter
5,111753200,111753601,Promoter
9,79568800,79569001,Promoter
14,22469200,22469801,Promoter
17,76135200,76135601,Promoter
4,146243200,146243601,Promoter
15,74694800,74697001,Promoter
22,40492000,40492201,Promoter
22,37842600,37845401,Promoter
18,24013200,24017801,Promoter
9,126706400,126706601,Promoter
14,100371800,100378001,Promoter
12,49088400,49088801,Promoter
11,111878000,111880401,Promoter
17,45049800,45053001,Promoter
2,174844600,174847801,Promoter
6,30570000,30573201,Promoter
10,43454200,43457001,Promoter
2,216370600,216373401,Promoter
9,37590600,37594201,Promoter
1,223711400,223717001,Promoter
3,53493001,53496001,Promoter
6,107819800,107825601,Promoter
17,40112600,40114001,Promoter
14,103107800,103108201,Promoter
5,168269000,168270201,Promoter
11,59545200,59545601,Promoter
6,142839000,142839201,Promoter
21,44303400,44304201,Promoter
5,64767000,64770601,Promoter
7,2518400,2525001,Promoter
1,29240200,29240601,Promoter
1,212283600,212290201,Promoter
6,35691600,35691801,Promoter
1,10792200,10792801,Promoter
1,21295600,21296201,Promoter
15,28788600,28790800,Promoter
11,66543400,66548401,Promoter
15,81331200,81331601,Promoter
4,159102000,159107401,Promoter
1,1019000,1022001,Promoter
21,29071000,29079201,Promoter
10,44292400,44295201,Promoter
14,55599400,55600001,Promoter
1,206912800,206913401,Promoter
20,63859200,63859601,Promoter
16,87601401,87603801,Promoter
10,44965600,44966001,Promoter
4,48805000,48805800,Promoter
12,123447400,123447601,Promoter
9,127969000,127982001,Promoter
1,40507800,40510001,Promoter
2,98346400,98346801,Promoter
1,31921800,31922001,Promoter
3,13018800,13023001,Promoter
17,17021200,17021401,Promoter
3,195106000,195106601,Promoter
12,57609000,57612801,Promoter
18,58658000,58659801,Promoter
9,136621000,136621201,Promoter
19,17262600,17264801,Promoter
X,141117801,141118200,Promoter
20,64164400,64166001,Promoter
18,59700600,59700801,Promoter
5,115261200,115263800,Promoter
2,11307800,11308001,Promoter
9,66899800,66901801,Promoter
1,115671600,115672001,Promoter
17,40331800,40332801,Promoter
1,149925600,149929601,Promoter
3,138328800,138330400,Promoter
X,48827000,48827600,Promoter
7,56063600,56066001,Promoter
3,157129400,157131601,Promoter
X,69615400,69619201,Promoter
14,50058600,50059601,Promoter
10,102054600,102057000,Promoter
12,26298800,26299801,Promoter
7,143413600,143415001,Promoter
14,104676800,104679201,Promoter
22,30590200,30592801,Promoter
3,50205000,50206201,Promoter
14,76953200,76958801,Promoter
16,11312800,11313401,Promoter
2,64192400,64192601,Promoter
2,137969000,137970001,Promoter
19,36244801,36246201,Promoter
1,145475200,145477000,Promoter
1,207495400,207498001,Promoter
8,93753800,93756201,Promoter
5,29191400,29192200,Promoter
11,105070200,105071601,Promoter
4,99816400,99819001,Promoter
20,3167800,3168801,Promoter
2,68364400,68369401,Promoter
15,90839000,90839201,Promoter
11,4093600,4097001,Promoter
20,59937200,59942001,Promoter
8,16190001,16193201,Promoter
8,133567600,133567801,Promoter
17,50558600,50562601,Promoter
3,6862400,6863400,Promoter
5,65561400,65565001,Promoter
2,197255600,197256401,Promoter
2,177167200,177168601,Promoter
19,38318400,38322001,Promoter
16,1769600,1775001,Promoter
X,44343000,44345001,Promoter
8,130068000,130069001,Promoter
X,73127401,73128600,Promoter
11,72750200,72753401,Promoter
17,40095400,40102001,Promoter
9,34988000,34992601,Promoter
5,61303200,61304001,Promoter
10,94401800,94405601,Promoter
9,68241200,68243801,Promoter
17,38727000,38729001,Promoter
1,50105401,50105801,Promoter
22,35314600,35314801,Promoter
1,148734400,148734801,Promoter
11,63567400,63567601,Promoter
16,10891600,10892001,Promoter
8,140509800,140513201,Promoter
6,42982200,42983201,Promoter
9,87729400,87729801,Promoter
2,241035200,241037801,Promoter
4,112283200,112289001,Promoter
19,3428600,3429401,Promoter
11,18590800,18591001,Promoter
20,32564800,32565201,Promoter
11,118980200,118980801,Promoter
15,90715801,90719001,Promoter
14,105418600,105418801,Promoter
11,122154800,122159801,Promoter
3,107239801,107243200,Promoter
15,63489600,63490201,Promoter
3,17739200,17743801,Promoter
4,1729600,1729801,Promoter
5,132466000,132466801,Promoter
5,31854200,31856201,Promoter
15,58137800,58145001,Promoter
1,25022000,25023601,Promoter
2,130755600,130756801,Promoter
14,91361200,91361401,Promoter
1,202018000,202019201,Promoter
11,61688400,61689401,Promoter
3,114384000,114384801,Promoter
4,39027400,39028601,Promoter
2,1374000,1376600,Promoter
21,42057600,42057801,Promoter
22,39076200,39078601,Promoter
8,85176400,85179401,Promoter
17,16683400,16683800,Promoter
11,111982200,111984001,Promoter
7,92178800,92180001,Promoter
9,114804600,114804801,Promoter
1,203232600,203232801,Promoter
18,35049000,35049201,Promoter
7,44080800,44083801,Promoter
21,28991200,28993801,Promoter
8,94638001,94644001,Promoter
3,8505400,8505801,Promoter
6,34234000,34242801,Promoter
14,77037600,77038801,Promoter
1,146385000,146388601,Promoter
2,216107401,216111601,Promoter
3,197625600,197629401,Promoter
2,3282400,3282801,Promoter
19,45047400,45048001,Promoter
6,25017800,25018201,Promoter
20,25194601,25197801,Promoter
17,4559400,4560801,Promoter
8,39951800,39952801,Promoter
14,50937200,50937801,Promoter
11,128629000,128629201,Promoter
11,6317201,6322401,Promoter
16,5032001,5034801,Promoter
7,6536200,6537400,Promoter
8,8383000,8387801,Promoter
17,81453800,81454001,Promoter
2,675800,678801,Promoter
8,40896200,40896401,Promoter
9,36141200,36141401,Promoter
19,1902000,1902201,Promoter
1,165443600,165445601,Promoter
9,19925801,19926801,Promoter
8,16164200,16164801,Promoter
3,133805001,133807401,Promoter
8,23230400,23231401,Promoter
6,53661201,53666400,Promoter
1,207089400,207091000,Promoter
13,19646601,19647200,Promoter
4,54661000,54661601,Promoter
14,23432201,23435601,Promoter
8,17751800,17754001,Promoter
11,60912800,60916201,Promoter
3,168091800,168092201,Promoter
9,136481200,136485201,Promoter
16,180400,181801,Promoter
20,41615400,41615601,Promoter
9,19167200,19167801,Promoter
1,28115200,28115601,Promoter
2,208359000,208360001,Promoter
22,40276000,40277601,Promoter
20,31737600,31738001,Promoter
8,24911800,24916600,Promoter
5,156326200,156329601,Promoter
4,176264801,176269201,Promoter
22,37306400,37308401,Promoter
2,121754400,121757601,Promoter
18,5892000,5892200,Promoter
15,64879400,64880001,Promoter
6,19805800,19806001,Promoter
1,92959800,92963401,Promoter
8,64368600,64371201,Promoter
14,23120400,23121001,Promoter
12,34021400,34023801,Promoter
10,11005000,11006801,Promoter
3,194481400,194481601,Promoter
12,10409001,10409601,Promoter
4,1308800,1311601,Promoter
20,3932400,3933601,Promoter
7,150366400,150367001,Promoter
22,38218800,38219201,Promoter
22,26656800,26659401,Promoter
10,117541001,117546801,Promoter
1,41484400,41484801,Promoter
8,405400,408201,Promoter
8,90092001,90095601,Promoter
5,179022801,179025201,Promoter
19,47019401,47021401,Promoter
19,19262600,19262801,Promoter
19,17082200,17082601,Promoter
8,27328800,27329001,Promoter
1,111134000,111135001,Promoter
1,232949600,232952401,Promoter
16,1377800,1380201,Promoter
5,157651400,157652401,Promoter
11,4186401,4188201,Promoter
4,98926600,98930801,Promoter
18,43115400,43115801,Promoter
14,91376600,91377001,Promoter
19,43579600,43581801,Promoter
17,6661000,6661601,Promoter
X,44540800,44543800,Promoter
17,58156600,58157801,Promoter
1,225885800,225886001,Promoter
1,90835600,90835801,Promoter
8,41536000,41536201,Promoter
12,6627400,6627801,Promoter
2,200585400,200587200,Promoter
20,2524000,2526001,Promoter
1,76995400,76996000,Promoter
8,57745201,57746201,Promoter
11,13439800,13441200,Promoter
1,161465000,161465801,Promoter
16,75565200,75567801,Promoter
19,57812600,57812801,Promoter
7,44324201,44326201,Promoter
19,48468200,48471001,Promoter
1,175188600,175189601,Promoter
17,20517000,20517401,Promoter
14,104225800,104226001,Promoter
11,118240200,118240601,Promoter
20,50149800,50150201,Promoter
6,30955000,30956601,Promoter
21,43781000,43781201,Promoter
1,6496000,6498401,Promoter
19,35318800,35320401,Promoter
19,40225800,40226801,Promoter
12,54382800,54384801,Promoter
19,19452000,19452601,Promoter
20,63863200,63867201,Promoter
10,95287600,95292001,Promoter
8,38804200,38804401,Promoter
1,19596000,19598801,Promoter
12,110619600,110620000,Promoter
3,129427800,129429201,Promoter
7,25948800,25949001,Promoter
16,56631801,56634000,Promoter
11,118262200,118266401,Promoter
1,54884600,54889001,Promoter
7,4958800,4959800,Promoter
6,39791800,39794601,Promoter
8,100157400,100159000,Promoter
22,43147600,43148201,Promoter
16,800201,801001,Promoter
3,14810000,14812601,Promoter
20,34557800,34560801,Promoter
3,46974000,46978001,Promoter
12,62606600,62606801,Promoter
8,144274200,144275201,Promoter
19,40714000,40721601,Promoter
20,44909400,44912200,Promoter
4,168497000,168500001,Promoter
12,6167600,6168601,Promoter
3,12323400,12323601,Promoter
3,48988400,48992001,Promoter
3,49352800,49353001,Promoter
22,27796600,27803201,Promoter
6,44297000,44298001,Promoter
17,64127600,64131201,Promoter
22,22557000,22557601,Promoter
19,42096000,42096400,Promoter
11,46318400,46318601,Promoter
15,45634000,45638801,Promoter
2,222294401,222299801,Promoter
17,42673600,42684400,Promoter
10,104333000,104333401,Promoter
2,112137600,112140801,Promoter
7,6025800,6027001,Promoter
19,54224000,54224201,Promoter
1,32332400,32337201,Promoter
10,28807800,28808401,Promoter
6,165659800,165665001,Promoter
9,87525200,87525601,Promoter
X,78325000,78328601,Promoter
2,130836400,130838200,Promoter
1,206611200,206613200,Promoter
14,60656400,60659201,Promoter
1,234523400,234523801,Promoter
9,128370200,128373001,Promoter
4,98660400,98661401,Promoter
9,95046800,95047201,Promoter
20,47336000,47336601,Promoter
21,14063401,14065400,Promoter
19,15862601,15863401,Promoter
15,69298200,69301000,Promoter
10,119164400,119166801,Promoter
12,42235600,42239601,Promoter
19,19820200,19823200,Promoter
19,34265400,34266801,Promoter
14,67513600,67516001,Promoter
19,55148200,55149801,Promoter
1,98055800,98056001,Promoter
1,228734600,228738401,Promoter
2,142877400,142881201,Promoter
6,41503000,41505801,Promoter
X,155456600,155459801,Promoter
13,48232200,48237601,Promoter
12,6199000,6204001,Promoter
19,14507000,14507401,Promoter
19,11504400,11506601,Promoter
11,64253800,64254001,Promoter
1,220689601,220692601,Promoter
2,70107000,70107401,Promoter
7,19144001,19145001,Promoter
12,49068800,49070801,Promoter
2,233564000,233564201,Promoter
6,30554800,30558601,Promoter
11,118239800,118240001,Promoter
7,100200200,100200601,Promoter
9,98117400,98120001,Promoter
8,143741200,143741401,Promoter
12,24901000,24904201,Promoter
19,57599001,57601400,Promoter
19,19617000,19619401,Promoter
X,103062601,103064800,Promoter
5,141223001,141224000,Promoter
12,49740800,49744001,Promoter
3,42052800,42053201,Promoter
19,4372800,4373001,Promoter
22,40527400,40528001,Promoter
19,10638000,10639201,Promoter
2,225038000,225038801,Promoter
9,131736600,131742801,Promoter
7,128902201,128903001,Promoter
19,49636400,49636801,Promoter
3,69324400,69324801,Promoter
11,33773200,33775601,Promoter
14,64970600,64973600,Promoter
6,133568800,133570001,Promoter
22,30264800,30269001,Promoter
7,130140800,130142401,Promoter
1,149409000,149409201,Promoter
1,9240600,9240801,Promoter
21,5020000,5024200,Promoter
19,3059800,3064201,Promoter
9,5454400,5454801,Promoter
10,93063000,93063400,Promoter
2,70899800,70902401,Promoter
10,119663800,119664201,Promoter
2,161135800,161141201,Promoter
5,36239200,36244000,Promoter
19,45340001,45340201,Promoter
3,72098800,72099801,Promoter
X,154443400,154445801,Promoter
19,588000,588201,Promoter
18,69898000,69898801,Promoter
11,48019000,48019201,Promoter
9,126516800,126518201,Promoter
7,55534200,55534601,Promoter
1,93584400,93585201,Promoter
4,88594200,88594401,Promoter
3,196344600,196345001,Promoter
16,396000,398801,Promoter
6,131626600,131629001,Promoter
1,235876600,235876801,Promoter
12,108334800,108340001,Promoter
17,50180800,50182001,Promoter
12,52068601,52068801,Promoter
1,32998400,32998601,Promoter
9,136557800,136558201,Promoter
20,607200,611401,Promoter
17,46115400,46115801,Promoter
12,52906800,52907001,Promoter
8,70471001,70472001,Promoter
6,52424400,52424601,Promoter
16,81313000,81317001,Promoter
1,6127400,6128001,Promoter
22,23069400,23071801,Promoter
5,75656200,75657200,Promoter
21,6060200,6060401,Promoter
9,89603000,89608201,Promoter
12,27021400,27024001,Promoter
5,40754200,40756601,Promoter
7,973600,977601,Promoter
10,97718600,97718801,Promoter
14,100663200,100663801,Promoter
11,109985200,109985401,Promoter
2,172441000,172441401,Promoter
16,34268601,34268800,Promoter
11,59057800,59059201,Promoter
3,33797600,33801801,Promoter
17,10018000,10019201,Promoter
1,175022000,175024400,Promoter
11,46338600,46339601,Promoter
11,126353400,126360401,Promoter
10,7406800,7413201,Promoter
8,70246000,70247001,Promoter
2,169767600,169769201,Promoter
1,15345200,15345601,Promoter
5,180859600,180863001,Promoter
17,49494800,49498201,Promoter
13,109282000,109282400,Promoter
19,1873000,1878001,Promoter
19,43204201,43205601,Promoter
11,90133800,90136600,Promoter
19,18573800,18574001,Promoter
17,1039600,1040401,Promoter
1,20506600,20509000,Promoter
19,51593000,51595401,Promoter
X,154489000,154491801,Promoter
1,200890200,200898601,Promoter
16,3052600,3052801,Promoter
1,43348200,43350601,Promoter
7,100167000,100169201,Promoter
18,26575000,26576201,Promoter
11,118214200,118214801,Promoter
11,65510600,65510801,Promoter
16,56422800,56426601,Promoter
9,134324600,134330401,Promoter
7,23011800,23014801,Promoter
12,49000400,49001201,Promoter
6,144149401,144152601,Promoter
8,144063800,144064001,Promoter
5,10248400,10252401,Promoter
18,3015800,3016201,Promoter
1,203794800,203797601,Promoter
5,129093601,129098201,Promoter
6,131134600,131137001,Promoter
1,206555600,206561201,Promoter
1,36126800,36127201,Promoter
3,119595800,119596401,Promoter
11,86939000,86939201,Promoter
9,94593001,94593801,Promoter
21,46320800,46326601,Promoter
10,80187200,80188601,Promoter
17,50173600,50173801,Promoter
5,53559801,53562601,Promoter
10,95420401,95422801,Promoter
19,44745200,44751601,Promoter
5,170681000,170681401,Promoter
1,28172400,28177401,Promoter
6,32851600,32856001,Promoter
17,40516600,40517401,Promoter
1,161116400,161120401,Promoter
19,41997200,41997601,Promoter
10,14653800,14654201,Promoter
17,32505200,32505601,Promoter
16,2212600,2216601,Promoter
11,85660600,85666200,Promoter
1,116568200,116572001,Promoter
19,58385400,58388601,Promoter
19,5567200,5568400,Promoter
20,36064000,36066201,Promoter
4,165206200,165209801,Promoter
8,143934000,143946601,Promoter
